Temperature,Humidity rate,Wind speed,Rain,Fine Fuel Moisture Code,Duff Moisture Code,Drought code,Initial Spread Index,Buildup Index,Fire Weather Index
42.718666108736116,43.11352994288674,9.369276330249793,1.917280980028635,6.5637938956492725,48.97547044830509,79.09318850090355,1.8525280207712047,92.03587996447527,137.51892648561426
36.85612099646151,66.10576541081143,9.160832346717227,46.1896663106912,57.37316438494929,92.37821253263886,62.23031764579271,0.49755756862438494,56.484276629640775,130.93207711962225
40.61800546745118,57.39313096659083,18.439447403016118,83.53556202570734,31.278515285410926,14.013472941525562,52.14872059901212,11.076332129909671,60.95418498790617,137.7512784286692
24.616032726916536,52.73354061011891,1.4348821849092785,1.858519101604783,64.83586319518525,73.18804016587053,96.3916824768617,93.18585654204199,75.58402091821719,247.37517288951366
18.25651026506938,52.34760547630653,14.492239571526348,33.02012306590497,69.76165800375426,31.55688678708266,84.52265424750374,18.130914022117985,3.7497357100437,147.31506294566145
17.78365526891237,43.90591552817833,5.434767294077954,82.2233003566964,24.457628022896216,89.85633078205746,53.2487710536069,39.920432933214244,98.02159981289088,133.5970209707733
17.528676577647605,55.89836631607408,17.153325982476346,97.6607109618979,10.518891518262807,38.37603346794939,18.580593670494217,67.60774065185943,85.11332012049505,146.74710054140735
17.66860141698921,29.114475316740936,15.896945351812805,30.926470001964233,72.14253072373774,47.62447388090729,2.7359803212070544,36.05017536895393,53.3935479777076,95.61123504542381
39.29158038414545,60.31333299800686,0.5347371387171362,85.18047715500107,15.88313657649345,51.71465049126092,51.43221793687729,95.1049271719098,27.10249741630435,226.1810890219031
41.241551983291444,69.64609262309172,14.353635094475578,54.24967232498214,18.065807937047783,94.71612426815676,81.40874311097035,28.356282899061334,46.88921999969513,182.90721750347666
36.29456411203523,39.96296505247223,13.153281863647592,65.47283301859488,42.34416289042435,57.33870990985206,45.511422273549854,6.895893864924818,51.76181457572792,115.1529905249447
33.866901462090624,60.7659263838281,0.17742069844322916,9.307462767109243,68.23352153316648,40.29822110928888,62.77945656407492,94.49278485492499,7.072162597481535,235.8470016452151
22.899338549638696,40.487116077034145,14.439567939056214,71.56752534109776,46.95512826374557,84.28457435355706,56.716119452530336,62.6759877887347,59.30067623735752,176.49683100412423
34.70059343848446,74.82788123370167,9.910623625240461,59.16388301409812,17.58234867558364,71.37030903515547,36.45269480541648,58.164770416884224,14.796380532801068,174.383015016529
21.76053990033282,36.1018873108235,12.277775794452403,72.47946434625999,29.14899861247283,64.60601134298749,41.50125946936757,53.691096233636905,76.53632213313391,146.88986918414307
17.15205345572775,42.86186924983784,10.129586151351994,41.47288305673877,92.48887380803146,1.5464590783783927,99.60322264844743,42.61968569106674,68.22409971565104,185.3484434792353
18.848497534013006,47.18276158961045,17.586428188838834,85.32539999911305,5.821579369377339,48.5662111155033,30.641382644648896,91.11773925025382,23.87879841975905,182.65300781302898
39.61422996235082,73.39992945845002,18.150591754426372,18.815476297595012,97.128696219897,58.894142261045204,3.9832476163345842,38.30235549103486,67.33300794116252,146.02107625778572
15.963039221676654,25.37526872994782,18.619681663307766,9.405514726905906,3.544064135941072,28.01375882867947,44.410245088584,8.956711579840393,21.40750572263437,84.15469154021443
20.095885954224293,73.37270326912035,9.300763082251699,80.74168464031801,84.91327431309482,48.41726593199793,59.429049065701456,76.77140885026817,25.99389777407962,206.85181185023433
34.51071703610857,48.4743552282105,18.06984628647525,64.22916795417589,84.37127926652033,43.870696281388824,88.88769963961747,45.71902687802746,68.10538356581914,206.04249177174654
40.04367360945659,43.968900412079655,4.906005562245661,49.30194876484087,83.05483375361685,93.01975984942649,51.58494390524356,51.54344916658906,71.48837536098787,181.47284544384286
25.568157678337784,40.55325478470374,5.901955375665084,44.823836642001794,86.59353156833035,9.210611855266816,54.5521784607002,18.68037562491053,20.521671848205504,126.87362933018653
18.20623173743721,29.353880776041642,14.098348083466536,4.778906213878242,2.387497550236972,13.279846939657315,22.96395960951362,50.2787819113898,91.40060737319867,118.23434101208669
28.521635164163918,69.59603296821258,0.23705381797610503,30.471172805281597,88.8019914243159,70.04779197830906,18.398849094419433,80.14861338862899,88.19442201705743,182.92081470039687
40.468797823537614,34.79706056467645,12.755889629072062,62.74271083761824,80.30071250942736,93.73770226925309,27.22524117962639,27.11007436238856,9.804875915021672,133.4768624553994
24.066882760351966,36.660501215312564,11.925113341625211,43.06957376014996,53.675188111503616,53.807887511374176,63.71198113588839,28.010351039981675,24.68992398470623,140.30727578200862
40.45927363216577,64.46084588970044,5.244976025309896,52.97025766402097,92.24588466473512,76.89063263220727,53.168439149922605,66.57855879742695,48.009727443785835,210.0008170092097
15.201360118597474,53.099437653051496,15.565734960222105,46.44249039643722,64.96522232229842,6.422305642011549,25.74642915454427,41.96984490119598,8.279251666890152,125.31504335441142
17.10410796446259,36.30937836597359,12.577211093758416,80.66085656144406,23.415031640146676,52.73819602858506,18.17561206610262,38.39938741309838,58.477554756291916,103.65382682694722
23.063971443872674,75.27022681840953,1.9031787180620041,25.53168899722745,53.240407731851136,8.940978487607742,51.07114045392998,76.09386082194705,88.45603037741057,195.12854098737964
31.460548030535943,36.616855913059325,1.9833417462363534,60.63959261222597,5.282551931400892,59.359017066479566,76.9374350540918,93.73848402923504,92.8129702877809,226.3887397473977
32.09473706001023,40.02015216122279,15.293963276192994,67.07503420265029,88.93625584863791,46.50655898076268,85.37145165815939,2.68500433831389,82.28024341551821,145.02732427633663
29.03958768469387,35.7812854724458,13.088972381541364,19.592124912947494,93.9974047673214,20.397759067412245,18.01631374160072,96.23087383749979,67.56299207900962,197.90515164113788
15.813578411583293,72.38863691823246,9.336366725813372,70.45036598333395,77.08398972869813,37.73096120966785,7.954796573979783,10.462213747599037,24.27782117421612,79.46159259379539
34.91155280473715,77.42185510017451,16.4240431749078,93.64795684130677,67.12668238140812,60.827823466999696,56.41489128508482,53.52976021168876,29.42441533674013,196.64016187750514
18.408137694887216,60.24711834594101,0.17094150160593014,57.733861212331114,11.124496099625759,45.78114078451818,7.261139131300576,50.34088762252493,99.01283064759554,111.14837827276122
39.18769118849261,50.1248535106891,1.2218189739060192,53.94967772955177,19.824006753881708,70.97337846972478,62.001839060530465,76.26671151520831,45.06759516746186,209.27496372164194
